time,name,country,event,gender,year
01:45.1,Álvaro de Arriba (Spa),Spain,800m,male,2017
01:45.0,Justus Kipkoech (Ken),Kenya,800m,male,2017
01:45.1,Guy Learmonth (GB),Great Britain,800m,male,2017
01:45.1,Andreas Kramer (Swe),Sweden,800m,male,2017
01:45.2,Job Kinyor (Ken),Kenya,800m,male,2017
03:28.8,Elijah Manangoi (Ken),Kenya,1500m,male,2017
03:29.1,Timothy Cheruiyot (Ken),Kenya,1500m,male,2017
03:30.9,Ronald Kwemoi (Ken),Kenya,1500m,male,2017
03:31.3,Sadik Mikhou (Bhr),bahrain,1500m,male,2017
03:31.6,Aman Wote (Eth),Ethiopia,1500m,male,2017
03:32.2,Silas Kiplagat (Ken),Kenya,1500m,male,2017
03:32.3,Bethwel Birgen (Ken),Kenya,1500m,male,2017
03:32.5,Filip Ingebrigtsen (Nor),Norway,1500m,male,2017
03:32.6,Charles Simotwo (Ken),Kenya,1500m,male,2017
03:32.7,Vincent Kibet (Ken),Kenya,1500m,male,2017
03:32.9,Yomif Kejelcha (Eth),Ethiopia,1500m,male,2017
03:33.0,Justus Soget (Ken),Kenya,1500m,male,2017
03:33.2,Asbel Kiprop (Ken),Kenya,1500m,male,2017
03:33.4,Matthew Centrowitz (US),United States,1500m,male,2017
03:33.5,Homiyu Tesfaye (Ger),Germany,1500m,male,2017
03:33.6,Chris O’Hare (GB),Great Britain,1500m,male,2017
03:33.6,Ronald Musagala (Uga),Uganda,1500m,male,2017
03:33.7,Ismael Debjani (Bel),Belarus,1500m,male,2017
03:33.8,Samuel Tefera (Eth),Ethiopia,1500m,male,2017
03:34.0,Marcin Lewandowski (Pol),Poland,1500m,male,2017
03:34.2,Jake Wightman (GB),Great Britain,1500m,male,2017
03:34.2,Mo Farah (GB),Great Britain,1500m,male,2017
03:34.3,Jakub Holusa (CzR),Czech Republic,1500m,male,2017
03:34.3,Robert Biwott (Ken),Kenya,1500m,male,2017
03:34.4,Ryan Gregson (Aus),Australia,1500m,male,2017
03:34.5,Brahim Kaazouzi (Mor),Morocco,1500m,male,2017
03:34.5,Teresa Tolosa (Eth),Ethiopia,1500m,male,2017
03:34.6,Regasa Chala (Eth),Ethiopia,1500m,male,2017
03:34.7,David Torrence (Per),Peru,1500m,male,2017
03:34.7,Adel Mechaal (Spa),Spain,1500m,male,2017
03:34.7,Ayanleh Souleiman (Dji),Djibouti,1500m,male,2017
03:34.7,Nick Willis (NZ),New Zealand,1500m,male,2017
03:34.9,Fouad El Kaam (Mor),Morocco,1500m,male,2017
03:34.9,Timo Benitz (Ger),Germany,1500m,male,2017
03:35.0,Abdelaati Iguider (Mor),Morocco,1500m,male,2017
03:35.0,Johnny Gregorek (US),United States,1500m,male,2017
03:35.0,Brahim Akachab (Mor),Morocco,1500m,male,2017
03:35.2,Benson Seurei (Bhr),bahrain,1500m,male,2017
03:35.3,Robby Andrews (US),United States,1500m,male,2017
03:35.3,Thiago André (Bra),bahrain,1500m,male,2017
08:01.3,Evan Jager (US),United States,3000m Steeplechase,male,2017
08:04.6,Conseslus Kipruto (Ken),Kenya,3000m Steeplechase,male,2017
08:04.8,Soufiane El Bakkali (Mor),Morocco,3000m Steeplechase,male,2017
08:07.7,Jairus Birech (Ken),Kenya,3000m Steeplechase,male,2017
08:08.3,Stanley Kebenei (US),United States,3000m Steeplechase,male,2017
08:08.4,Amos Kirui (Ken),Kenya,3000m Steeplechase,male,2017
08:10.6,Abraham Kibiwot (Ken),Kenya,3000m Steeplechase,male,2017
08:11.2,Yemane Hailesilassie (Eri),Eritrea,3000m Steeplechase,male,2017
08:11.4,Benjamin Kigen (Ken),Kenya,3000m Steeplechase,male,2017
08:11.8,Hillary Bor (US),United States,3000m Steeplechase,male,2017
08:12.2,Nicholas Bett (Ken),Kenya,3000m Steeplechase,male,2017
08:12.3,Getnet Wale (Eth),Ethiopia,3000m Steeplechase,male,2017
08:13.2,Tafese Soboka (Eth),Ethiopia,3000m Steeplechase,male,2017
08:13.2,Chala Beyo (Eth),Ethiopia,3000m Steeplechase,male,2017
08:13.3,Tesfaye Deriba (Eth),Ethiopia,3000m Steeplechase,male,2017
08:13.4,Hailemariyam Amare (Eth),Ethiopia,3000m Steeplechase,male,2017
08:14.1,Barnabas Kipyego (Ken),Kenya,3000m Steeplechase,male,2017
08:14.5,Andy Bayer (US),United States,3000m Steeplechase,male,2017
08:14.7,Mahiedine Mekhissi (Fra),France,3000m Steeplechase,male,2017
08:15.6,Yoann Kowal (Fra),France,3000m Steeplechase,male,2017
08:18.5,Justus Lagat (Ken),Kenya,3000m Steeplechase,male,2017
08:18.5,Ibrahim Ezzaydouny (Mor),Morocco,3000m Steeplechase,male,2017
08:18.8,Hicham Sigueni (Mor),Morocco,3000m Steeplechase,male,2017
08:19.2,Maksim Yakushev (Rus),r,3000m Steeplechase,male,2017
08:19.7,Tesfaye Girma (Eth),Ethiopia,3000m Steeplechase,male,2017
08:19.9,Brimin Kipruto (Ken),Kenya,3000m Steeplechase,male,2017
08:20.2,Bilal Tabti (Alg),Algeria,3000m Steeplechase,male,2017
08:20.3,Mohammed Tindoufti (Mor),Morocco,3000m Steeplechase,male,2017
08:20.4,Sebastián Martos (Spa),Spain,3000m Steeplechase,male,2017
08:20.6,Viktor Bakharev (Rus),Russia,3000m Steeplechase,male,2017
08:20.6,Ezekiel Kemboi (Ken),Kenya,3000m Steeplechase,male,2017
08:20.8,Takele Nigatu (Eth),Ethiopia,3000m Steeplechase,male,2017
08:21.8,Matt Hughes (Can),Canada,3000m Steeplechase,male,2017
08:21.9,Jacob Araptany (Uga),Uganda,3000m Steeplechase,male,2017
08:22.0,Abdoullah Bamoussa (Ita),Italy,3000m Steeplechase,male,2017
08:22.9,Osama Zoghlami (Ita),Italy,3000m Steeplechase,male,2017
08:23.1,Tolosa Nurgi (Eth),Ethiopia,3000m Steeplechase,male,2017
08:23.2,Albert Chemutai (Uga),Uganda,3000m Steeplechase,male,2017
08:23.2,Emmanuel Bett (Ken),Kenya,3000m Steeplechase,male,2017
08:23.7,Altobelli da Silva (Bra),Brazil,3000m Steeplechase,male,2017
12:55.2,Muktar Edris (Eth),Ethiopia,5000m,male,2017
12:55.6,Selemon Barega (Eth),Ethiopia,5000m,male,2017
12:59.8,Joshua Cheptegei (Uga),Uganda,5000m,male,2017
13:00.7,Mo Farah (GB),Great Britain,5000m,male,2017
13:01.2,Yomif Kejelcha (Eth),Ethiopia,5000m,male,2017
13:01.4,Geoffrey Kamworor (Ken),Kenya,5000m,male,2017
13:03.4,Cyrus Rutto (Ken),Kenya,5000m,male,2017
13:04.6,Mo Ahmed (Can),Canada,5000m,male,2017
13:04.8,Albert Rop (Bhr),bahrain,5000m,male,2017
13:05.9,Eric Jenkins (US),United States,5000m,male,2017
13:06.7,Ben True (US),United States,5000m,male,2017
13:06.8,Yenew Alamirew (Eth),Ethiopia,5000m,male,2017
13:07.6,Ryan Hill (US),United States,5000m,male,2017
13:08.6,Paul Chelimo (US),United States,5000m,male,2017
13:09.9,Birhanu Yemataw (Bhr),bahrain,5000m,male,2017
13:10.1,Dawit Wolde (Eth),Ethiopia,5000m,male,2017
13:10.6,Soufiane El Bakkali (Mor),Morocco,5000m,male,2017
13:11.2,Mourad Amdouni (Fra),France,5000m,male,2017
13:11.2,Hassan Mead (US),United States,5000m,male,2017
13:11.4,Andrew Butchart (GB),Great Britain,5000m,male,2017
13:11.6,Nicholas Kimeli (Ken),Kenya,5000m,male,2017
13:11.9,Bashir Abdi (Bel),Belarus,5000m,male,2017
13:11.9,James Kibet (Ken),Kenya,5000m,male,2017
13:12.2,Woody Kincaid (US),United States,5000m,male,2017
13:12.3,Lopez Lomong (US),United States,5000m,male,2017
13:13.0,Stephen Kissa (Uga),Uganda,5000m,male,2017
13:13.2,Fredrick Kipkosgei (Ken),Kenya,5000m,male,2017
13:13.2,Betesfa Getahun (Eth),Ethiopia,5000m,male,2017
13:13.2,Emanuel Gniki (Tan),Tansania,5000m,male,2017
13:13.3,Aron Kifle (Eri),Eritrea,5000m,male,2017
13:13.4,Patrick Tiernan (Aus),Australia,5000m,male,2017
13:13.5,Djamal Abdi Dirieh (Dji),Djibouti,5000m,male,2017
13:13.5,Richard Ringer (Ger),Germany,5000m,male,2017
13:13.6,Jacob Kiplimo (Uga),Uganda,5000m,male,2017
13:14.1,Soufiyan Bouqantar (Mor),Morocco,5000m,male,2017
13:14.1,Paul Tanui (Ken),Kenya,5000m,male,2017
13:14.5,Kemoy Campbell (Jam),Jamaica,5000m,male,2017
13:14.5,Amdework Walelegn (Eth),Ethiopia,5000m,male,2017
13:14.6,Japheth Korir (Ken),Kenya,5000m,male,2017
13:15.2,Dawit Fikadu (Bhr),bahrain,5000m,male,2017
26:49.5,Mo Farah (GB),Great Britain,10000m,male,2017
26:49.9,Joshua Cheptegei (Uga),Uganda,10000m,male,2017
26:50.6,Paul Tanui (Ken),Kenya,10000m,male,2017
26:52.1,Bedan Muchiri (Ken),Kenya,10000m,male,2017
26:56.1,Jemal Yimer (Eth),Ethiopia,10000m,male,2017
26:57.8,Geoffrey Kamworor (Ken),Kenya,10000m,male,2017
26:59.2,Abadi Hadis (Eth),Ethiopia,10000m,male,2017
27:02.3,Mo Ahmed (Can),Canada,10000m,male,2017
27:07.6,Shadrack Kipchirchir (US),United States,10000m,male,2017
27:08.9,Andamlak Belihu (Eth),Ethiopia,10000m,male,2017
27:09.9,Aron Kifle (Eri),Eritrea,10000m,male,2017
27:11.1,Abraham Cheroben (Bhr),bahrain,10000m,male,2017
27:14.4,Mathew Kimeli (Ken),Kenya,10000m,male,2017
27:19.9,Yenew Alamirew (Eth),Ethiopia,10000m,male,2017
27:20.2,Leonard Korir (US),United States,10000m,male,2017
27:20.6,Muktar Edris (Eth),Ethiopia,10000m,male,2017
27:21.1,Timothy Toroitich (Uga),Uganda,10000m,male,2017
27:22.3,Moses Kurong (Uga),Uganda,10000m,male,2017
27:22.7,Jonathan Ndiku (Ken),Kenya,10000m,male,2017
27:22.8,William Sitonik (Ken),Kenya,10000m,male,2017
27:29.8,Patrick Tiernan (Aus),Australia,10000m,male,2017
27:32.5,Hassan Mead (US),United States,10000m,male,2017
27:22.5,Biyazen Alehegn (Eth),Ethiopia,10000m,male,2017
27:35.7,Birhan Nebebew (Eth),Ethiopia,10000m,male,2017
27:37.4,Bernard Kimani (Ken),Kenya,10000m,male,2017
27:37.6,Abiyot Abinet (Eth),Ethiopia,10000m,male,2017
27:38.0,Muthoni Muiru (Eth),Ethiopia,10000m,male,2017
27:39.4,Jonathan Ndiku (Ken),Kenya,10000m,male,2017
27:39.4,John Maina (Ken),Kenya,10000m,male,2017
27:39.5,Sam Cherop (Uga),Uganda,10000m,male,2017
27:39.8,El Mahjoub Dazza (Mor),Morocco,10000m,male,2017
27:42.0,Yuta Shitara (Jpn),Japan,10000m,male,2017
27:42.0,Kaan Kigen Özbilen (Tur),Turkey,10000m,male,2017
27:42.6,Polat Kemboi Arikan (Tur),Turkey,10000m,male,2017
27:45.5,Daniel Kipkemoi (Ken),Kenya,10000m,male,2017
27:45.8,Biya Simbassa (US),United States,10000m,male,2017
27:45.8,David Njuguna (Ken),Kenya,10000m,male,2017
27:46.3,Abdallah Mande (Uga),Uganda,10000m,male,2017
27:46.6,Suguru Osako (Jpn),Japan,10000m,male,2017
2:03:32,Eliud Kipchoge (Ken),Kenya,marathon,male,2017
2:03:46,Guye Adola (Eth),Ethiopia,marathon,male,2017
2:03:58,Wilson Kipsang (Ken),Kenya,marathon,male,2017
2:04:11,Tamirat Tola (Eth),Ethiopia,marathon,male,2017
2:05:09,Lawrence Cherono (Ken),Kenya,marathon,male,2017
2:05:13,Nobert Kigen (Ken),Kenya,marathon,male,2017
2:05:15,Sammy Kitwara (Ken),Kenya,marathon,male,2017
2:05:26,Abraham Kiptum (Ken),Kenya,marathon,male,2017
2:05:30,Evans Chebet (Ken),Kenya,marathon,male,2017
2:05:39,Mule Wasihun (Eth),Ethiopia,marathon,male,2017
2:05:43,Amos Kipruto (Ken),Kenya,marathon,male,2017
2:05:48,Sondre Nordstad Moen (Nor),Norway,marathon,male,2017
2:05:48,Daniel Wanjiru (Ken),Kenya,marathon,male,2017
2:05:50,Tola Shura (Eth),Ethiopia,marathon,male,2017
2:05:51,Gideon Kipketer (Ken),Kenya,marathon,male,2017
2:05:57,Kenenisa Bekele (Eth),Ethiopia,marathon,male,2017
2:06:03,Felix Kandie (Ken),Kenya,marathon,male,2017
2:06:04,Marius Kimutai (Ken),Kenya,marathon,male,2017
2:06:05,Mark Korir (Ken),Kenya,marathon,male,2017
2:06:10,Paul Lonyangata (Ken),Kenya,marathon,male,2017
2:06:12,Mosinet Geremew (Eth),Ethiopia,marathon,male,2017
2:06:13,Felix Kirwa (Ken),Kenya,marathon,male,2017
2:06:13,Festus Talam (Ken),Kenya,marathon,male,2017
2:06:14,Vincent Kipruto (Ken),Kenya,marathon,male,2017
2:06:15,Luka Kanda (Ken),Kenya,marathon,male,2017
2:06:25,Dickson Chumba (Ken),Kenya,marathon,male,2017
2:06:25,Laban Korir (Ken),Kenya,marathon,male,2017
2:06:27,Wilson Loyanai (Ken),Kenya,marathon,male,2017
2:06:38,Deribe Robi (Eth),Ethiopia,marathon,male,2017
2:06:43,Marius Kipserem (Ken),Kenya,marathon,male,2017
2:06:44,Abera Kuma (Eth),Ethiopia,marathon,male,2017
2:06:52,Philemon Rono (Ken),Kenya,marathon,male,2017
2:06:54,Felix Kiprotich (Ken),Kenya,marathon,male,2017
2:06:56,Kelkile Gezahegn (Eth),Ethiopia,marathon,male,2017
2:06:57,Stephen Chebogut (Ken),Kenya,marathon,male,2017
2:07:10,Dejene Debela (Eth),Ethiopia,marathon,male,2017
2:07:10,Stephen Kiprotich (Uga),Uganda,marathon,male,2017
2:07:12,Solomon Yego (Ken),Kenya,marathon,male,2017
2:07:13,Edwin Koech (Ken),Kenya,marathon,male,2017
2:07:19,Suguru Osako (Jpn),Japan,marathon,male,2017
2:07:19,Lucas Rotich (Ken),Kenya,marathon,male,2017
01:42.2,David Rudisha (Ken),Kenya,800m,male,2016
01:42.6,Taoufik Makhloufi (Alg),Algeria,800m,male,2016
01:42.9,Alfred Kipketer (Ken),Kenya,800m,male,2016
01:42.9,Clayton Murphy (Akr),United States,800m,male,2016
01:43.0,Jonathan Kitilit (Ken),Kenya,800m,male,2016
01:43.4,Nicholas Kipkoech (Ken),Kenya,800m,male,2016
01:43.4,Pierre-Ambroise Bosse (Fra),France,800m,male,2016
01:43.4,Ferguson Cheruiyot (Ken),Kenya,800m,male,2016
01:43.5,Ayanleh Souleiman (Dji),Djibouti,800m,male,2016
01:43.6,Donavan Brazier (TxAM),United States,800m,male,2016
01:43.7,Marcin Lewandowski (Pol),Poland,800m,male,2016
01:43.8,Kipyegon Bett (Ken),Kenya,800m,male,2016
01:43.8,Adam Kszczot (Pol),Poland,800m,male,2016
01:44.0,Brandon McBride (Can),Canada,800m,male,2016
01:44.0,Jackson Kivuva (Ken),Kenya,800m,male,2016
01:44.1,Samir Dahmani (Fra),France,800m,male,2016
01:44.2,*Boris Berian (New Balance),United States,800m,male,2016
01:44.5,Timothy Kitum (Ken),Kenya,800m,male,2016
01:44.5,Amel Tuka (Bos),Bosnia,800m,male,2016
01:44.6,Asbel Kiprop (Ken),Kenya,800m,male,2016
01:44.6,Boaz Kiprugut (Ken),Kenya,800m,male,2016
01:44.7,Nijel Amos (Bot),Botswana,800m,male,2016
01:44.7,Mohamed Aman (Eth),Ethiopia,800m,male,2016
01:44.8,Wesley Vázquez (PR),Peurto Rico,800m,male,2016
01:44.8,Yassine Hathat (Alg),Algeria,800m,male,2016
01:44.8,Willy Tarbei (Ken),Kenya,800m,male,2016
01:44.9,Michael Rimmer (GB),Great Briatin,800m,male,2016
01:45.0,Shaquille Walker (BYU),United States,800m,male,2016
01:45.0,Amine Belferrar (Alg),Algeria,800m,male,2016
01:45.0,Peter Kiplangat (Ken),Kenya,800m,male,2016
01:45.1,Mostafa Smaili (Mor),Morocco,800m,male,2016
01:45.1,Elijah Manangoi (Ken),Kenya,800m,male,2016
01:45.1,Jeff Riseley (Aus),Australia,800m,male,2016
01:45.2,Luke Mathews (Aus),Australia,800m,male,2016
01:45.2,Edwin Melly (Ken),Kenya,800m,male,2016
01:45.2,Thijmen Kupers (Hol),Holland,800m,male,2016
01:45.2,Antoine Gakeme (Bur),Burkina Faso,800m,male,2016
01:45.3,Mohamed Ahmed Hamada (Egy),Egypt,800m,male,2016
01:45.3,Jeremiah Mutai (Ken),Kenya,800m,male,2016
01:45.3,Abubaker Haydar Abdalla (Qat),Qatar,800m,male,2016
03:29.3,Asbel Kiprop (Ken),Kenya,1500m,male,2016
03:30.5,Ronald Kwemoi (Ken),Kenya,1500m,male,2016
03:31.2,Elijah Manangoi (Ken),Kenya,1500m,male,2016
03:31.3,Timothy Cheruiyot (Ken),Kenya,1500m,male,2016
03:31.3,Taoufik Makhloufi (Alg),Algeria,1500m,male,2016
03:31.4,Abdelaati Iguider (Mor),Morocco,1500m,male,2016
03:31.7,Ayanleh Souleiman (Dji),Djibouti,1500m,male,2016
03:31.7,Mohamed Farah (GB),Great Briatin,1500m,male,2016
03:32.1,Ryan Gregson (Aus),Australia,1500m,male,2016
03:32.3,Sadik Mikhou (Mor),Morocco,1500m,male,2016
03:32.4,Filip Ingebrigtsen (Nor),Norway,1500m,male,2016
03:33.0,Hillary Ngetich (Ken),Kenya,1500m,male,2016
03:33.1,Robert Biwott (Ken),Kenya,1500m,male,2016
03:33.4,Jakub Holusa (CzR),Czech Republic,1500m,male,2016
03:33.6,Vincent Kibet (Ken),Kenya,1500m,male,2016
03:33.6,Charlie Grice (GB),Great Briatin,1500m,male,2016
03:33.7,Silas Kiplagat (Ken),Kenya,1500m,male,2016
03:33.7,Gilbert Kwemboi (Ken),Kenya,1500m,male,2016
03:33.9,Bethwel Birgen (Ken),Kenya,1500m,male,2016
03:34.0,Dawit Wolde (Eth),Ethiopia,1500m,male,2016
03:34.1,Matthew Centrowitz (NikOP),United States,1500m,male,2016
03:34.2,Charles Philibert-Thiboutot (Can),Canada,1500m,male,2016
03:34.3,Ben Blankenship (OTC),United States,1500m,male,2016
03:34.3,Nick Willis (NZ),New Zealand,1500m,male,2016
03:34.5,Abdi Waiss Mouhyadin (Dji),Djibouti,1500m,male,2016
03:34.6,Henrik Ingebrigtsen (Nor),Norway,1500m,male,2016
03:34.6,Aman Wote (Eth),Ethiopia,1500m,male,2016
03:34.9,Colby Alexander (Hoka),United States,1500m,male,2016
03:34.9,Robby Andrews (adidas),United States,1500m,male,2016
03:35.0,David Torrence (Per),Peru,1500m,male,2016
03:35.0,Fouad El Kaam (Mor),Morocco,1500m,male,2016
03:35.0,Homiyu Tesfaye (Ger),Germany,1500m,male,2016
03:35.1,Vincent Letting (Ken),Kenya,1500m,male,2016
03:35.2,James Magut (Ken),Kenya,1500m,male,2016
03:35.2,Adel Mechaal (Spa),Spain,1500m,male,2016
03:35.3,Benson Seurei (Bhr),Bahrain,1500m,male,2016
03:35.3,Florian Carvalho (Fra),France,1500m,male,2016
03:35.4,Chris O’Hare (GB),Great Briatin,1500m,male,2016
03:35.4,Pieter-Jan Hannes (Bel),Belarus,1500m,male,2016
03:35.5,Mekonnen Gebremedhin (Eth),Ethiopia,1500m,male,2016
08:00.1,Conseslus Kipruto (Ken),Kenya,3000m Steeplechase,male,2016
08:03.9,Jairus Birech (Ken),Kenya,3000m Steeplechase,male,2016
08:04.0,Evan Jager (BowTC),United States,3000m Steeplechase,male,2016
08:08.2,Mahiedine Mekhissi-Benabbad (Fra),France,3000m Steeplechase,male,2016
08:08.3,Paul Kipsiele Koech (Ken),Kenya,3000m Steeplechase,male,2016
08:09.1,Barnabas Kipyego (Ken),Kenya,3000m Steeplechase,male,2016
08:09.3,Abraham Kibiwot (Ken),Kenya,3000m Steeplechase,male,2016
08:09.6,John Koech (Bhr),Bahrain,3000m Steeplechase,male,2016
08:10.1,Nicholas Bett (Ken),Kenya,3000m Steeplechase,male,2016
08:10.7,Clement Kemboi (Ken),Kenya,3000m Steeplechase,male,2016
08:13.7,Hillary Bor (USAr),United States,3000m Steeplechase,male,2016
08:14.2,Ezekiel Kemboi (Ken),Kenya,3000m Steeplechase,male,2016
08:14.4,Soufiane El Bakkali (Mor),Morocco,3000m Steeplechase,male,2016
08:15.1,Hillary Yego (Ken),Kenya,3000m Steeplechase,male,2016
08:16.1,Andy Bayer (BowTC),United States,3000m Steeplechase,male,2016
08:16.1,Tesfaye Girma (Eth),Ethiopia,3000m Steeplechase,male,2016
08:16.2,Yoann Kowal (Fra),France,3000m Steeplechase,male,2016
08:16.8,Abel Mutai (Ken),Kenya,3000m Steeplechase,male,2016
08:17.8,Tafese Soboka (Eth),Ethiopia,3000m Steeplechase,male,2016
08:17.8,Lawrence Kemboi (Ken),Kenya,3000m Steeplechase,male,2016
08:17.8,Chala Beyo (Eth),Ethiopia,3000m Steeplechase,male,2016
08:18.3,Alex Kibet (Ken),Kenya,3000m Steeplechase,male,2016
08:18.5,Stanley Kebenei (Nike),United States,3000m Steeplechase,male,2016
08:18.6,Dan Huling (Nike),United States,3000m Steeplechase,male,2016
08:18.8,Brimin Kipruto (Ken),Kenya,3000m Steeplechase,male,2016
08:19.1,Cory Leslie (Nike),United States,3000m Steeplechase,male,2016
08:19.3,Hamid Ezzine (Mor),Morocco,3000m Steeplechase,male,2016
08:19.3,Sebastián Martos (Spa),Spain,3000m Steeplechase,male,2016
08:19.9,Krystian Zalewski (Pol),Poland,3000m Steeplechase,male,2016
08:20.3,Bilal Tabti (Alg),Algeria,3000m Steeplechase,male,2016
08:20.3,Benjamin Kiplagat (Uga),Uganda,3000m Steeplechase,male,2016
08:20.4,Amos Kirui (Ken),Kenya,3000m Steeplechase,male,2016
08:20.5,Hicham Sigueni (Mor),Morocco,3000m Steeplechase,male,2016
08:20.6,Matt Hughes (Can),Canada,3000m Steeplechase,male,2016
08:20.7,Amor Benyahia (Tun),Tunisia,3000m Steeplechase,male,2016
08:20.7,Donn Cabral (Nike),United States,3000m Steeplechase,male,2016
08:21.1,Hailemariyam Amare (Eth),Ethiopia,3000m Steeplechase,male,2016
08:21.2,Phenus Kipleting (Ken),Kenya,3000m Steeplechase,male,2016
08:21.3,Birhan Getahun (Eth),Ethiopia,3000m Steeplechase,male,2016
08:21.3,Tolosa Nurgi (Eth),Ethiopia,3000m Steeplechase,male,2016
12:59.3,Mo Farah (GB),Great Briatin,5000m,male,2016
12:59.4,Muktar Edris (Eth),Ethiopia,5000m,male,2016
12:59.9,Dejen Gebremeskel (Eth),Ethiopia,5000m,male,2016
13:00.0,Geoffrey Kamworor (Ken),Kenya,5000m,male,2016
13:00.2,Hagos Gebrhiwet (Eth),Ethiopia,5000m,male,2016
13:00.6,Joshua Cheptegei (Uga),Uganda,5000m,male,2016
13:01.7,Thomas Longosiwa (Ken),Kenya,5000m,male,2016
13:01.7,Mo Ahmed (Can),Canada,5000m,male,2016
13:02.5,Abadi Hadis (Eth),Ethiopia,5000m,male,2016
13:03.2,Ibrahim Jeilan (Eth),Ethiopia,5000m,male,2016
13:03.3,Edwin Soi (Ken),Kenya,5000m,male,2016
13:03.3,Yomif Kejelcha (Eth),Ethiopia,5000m,male,2016
13:03.9,Paul Chelimo (USAr),United States,5000m,male,2016
13:04.1,Abrar Osman (Eri),Eritrea,5000m,male,2016
13:04.2,Hassan Mead (OTC),United States,5000m,male,2016
13:04.3,Yenew Alamirew (Eth),Ethiopia,5000m,male,2016
13:04.7,Bethwel Birgen (Ken),Kenya,5000m,male,2016
13:04.9,Albert Rop (Bhr),Bahrain,5000m,male,2016
13:04.9,Elroy Gelant (SA),South Africa,5000m,male,2016
13:05.6,Getaneh Tamire (Eth),Ethiopia,5000m,male,2016
13:05.6,Yigrem Demelash (Eth),Ethiopia,5000m,male,2016
13:06.2,Imane Merga (Eth),Ethiopia,5000m,male,2016
13:06.8,Bernard Lagat (Nike),United States,5000m,male,2016
13:08.3,Isiah Koech (Ken),Kenya,5000m,male,2016
13:08.6,Andrew Butchart (GB),Great Briatin,5000m,male,2016
13:08.6,Abdelaati Iguider (Mor),Morocco,5000m,male,2016
13:09.3,Birhanu Yemataw (Bhr),Bahrain,5000m,male,2016
13:10.8,Cornelius Kangogo (Ken),Kenya,5000m,male,2016
13:11.8,Ilias Fifa (Spa),Spain,5000m,male,2016
13:12.3,Caleb Ndiku (Ken),Kenya,5000m,male,2016
13:12.7,Solomon Berihum (Eth),Ethiopia,5000m,male,2016
13:12.7,Ben True (Saucony),United States,5000m,male,2016
13:12.7,Antonio Abadía (Spa),Spain,5000m,male,2016
13:13.1,Victor Chumo (Ken),Kenya,5000m,male,2016
13:13.4,Douglas Kipserem (Ken),Kenya,5000m,male,2016
13:13.4,Aron Kifle (Eri),Eritrea,5000m,male,2016
13:13.9,Leul Gebrselassie (Eth),Ethiopia,5000m,male,2016
13:13.9,Hayle Ibrahimov (Aze),Azerbaijan,5000m,male,2016
13:13.9,James Wangari (Ken),Kenya,5000m,male,2016
13:14.1,Mathew Kiptanui (Ken),Kenya,5000m,male,2016
26:51.1,Yigrem Demelash (Eth),Ethiopia,10000m,male,2016
26:53.7,Mo Farah (GB),Great Briatin,10000m,male,2016
26:54.7,William Sitonik (Ken),Kenya,10000m,male,2016
26:57.3,Tamirat Tola (Eth),Ethiopia,10000m,male,2016
26:57.9,Abadi Hadis (Eth),Ethiopia,10000m,male,2016
26:58.3,Stephen Sambu (Ken),Kenya,10000m,male,2016
26:58.8,Ibrahim Jeilan (Eth),Ethiopia,10000m,male,2016
27:00.7,Zersenay Tadese (Eri),Eritrea,10000m,male,2016
27:02.6,Nicholas Kosimbei (Ken),Kenya,10000m,male,2016
27:05.6,Paul Tanui (Ken),Kenya,10000m,male,2016
27:07.3,Bedan Muchiri (Ken),Kenya,10000m,male,2016
27:08.9,*Galen Rupp (NikOP),United States,10000m,male,2016
27:09.8,Guye Adola (Eth),Ethiopia,10000m,male,2016
27:10.1,Joshua Cheptegei (Uga),Uganda,10000m,male,2016
27:11.2,Jonathan Ndiku (Ken),Kenya,10000m,male,2016
27:11.8,Belay Tilahun (Eth),Ethiopia,10000m,male,2016
27:19.7,Leul Gebrselassie (Eth),Ethiopia,10000m,male,2016
27:20.6,Adugna Takele (Eth),Ethiopia,10000m,male,2016
27:22.0,John Maina (Ken),Kenya,10000m,male,2016
27:23.0,Emmanuel Kipsang (Ken),Kenya,10000m,male,2016
27:23.0,James Wangari (Ken),Kenya,10000m,male,2016
27:24.8,Nuguse Hirsuato (Eth),Ethiopia,10000m,male,2016
27:24.8,Mamiyo Nguse (Eth),Ethiopia,10000m,male,2016
27:25.1,Tebalu Zawude (Eth),Ethiopia,10000m,male,2016
27:25.2,Rodgers Chumo (Ken),Kenya,10000m,male,2016
27:25.9,Vincent Yator (Ken),Kenya,10000m,male,2016
27:26.2,Aron Kifle (Eri),Eritrea,10000m,male,2016
27:26.7,Jacob Kiplimo (Uga),Uganda,10000m,male,2016
27:27.3,Birhan Nebebew (Eth),Ethiopia,10000m,male,2016
27:27.3,Imane Merga (Eth),Ethiopia,10000m,male,2016
27:27.4,Moses Kurong (Uga),Uganda,10000m,male,2016
27:30.2,James Rungaru (Ken),Kenya,10000m,male,2016
27:30.5,Hizkel Tewelde (Eri),Eritrea,10000m,male,2016
27:30.7,Hiram Ngatia (Ken),Kenya,10000m,male,2016
27:30.8,Nguse Tesfaldet (Eri),Eritrea,10000m,male,2016
27:31.9,Leonard Barsoton (Ken),Kenya,10000m,male,2016
27:31.9,Abraham Cheroben (Bhr),Bahrain,10000m,male,2016
